Symbol,Type,Size,Duration,MAE_EUR,MFE_EUR,Final_PL_EUR,MAE_USD,MFE_USD,Final_PL_USD,Win,MFE_Utilization,MAE_Avoidance
DE30.pro,Buy,0.13,0.55,180.70000000000118,117.65000000000236,-122.2000000000012,200.4866500000013,130.53267500000263,-135.58090000000132,False,-103.86740331491606,32.37410071942424
DE30.pro,Buy,0.13,1.8383333333333334,139.09999999999764,106.92499999999883,-118.95000000000118,154.33144999999737,118.6332874999987,-131.9750250000013,False,-111.24620060790507,14.48598130840891
DE30.pro,Buy,0.13,105.19527777777778,24.375000000000004,381.875,115.70000000000118,27.044062500000003,423.69031249999995,128.3691500000013,True,30.29787234042584,-374.66666666667146
DE30.pro,Buy,0.14,9.266111111111112,96.5999999999949,208.60000000000127,-91.3499999999949,107.17769999999435,231.4417000000014,-101.35282499999434,False,-43.791946308722125,5.434782608695938
DE30.pro,Buy,0.13,5.047777777777778,119.92499999999882,114.40000000000236,-111.47499999999764,133.05678749999868,126.92680000000261,-123.68151249999737,False,-97.44318181817773,7.046070460705662
DE30.pro,Buy,0.12,10.794166666666667,117.60000000000217,71.69999999999891,-110.99999999999999,128.3956800000024,78.28205999999882,-121.18979999999999,False,-154.8117154811739,5.612244897960936
DE30.pro,Buy,0.12,53.943333333333335,92.69999999999891,597.0,320.3999999999978,101.20985999999881,651.8046,349.8127199999976,True,53.66834170854234,-245.63106796116676
DE30.pro,Buy,0.13,1.2475,155.34999999999764,0.0,-152.75,169.61112999999744,0.0,-166.77245000000002,False,0.0,1.6736401673625199
DE30.pro,Buy,0.13,0.7894444444444444,112.45000000000118,-17.225000000003547,-109.20000000000118,122.7729100000013,-18.806255000003876,-119.2245600000013,False,633.9622641508197,2.890173410404594
DE30.pro,Buy,0.06,2.9027777777777777,122.55000000000109,98.54999999999836,-106.80000000000109,135.6260850000012,109.06528499999818,-118.19556000000121,False,-108.37138508371676,12.851897184822406
DE30.pro,Buy,0.03,0.37416666666666665,145.42499999999973,-2.8499999999994543,-114.29999999999971,160.9418474999997,-3.154094999999396,-126.49580999999968,False,4010.5263157902314,21.402784940691127
DE30.pro,Buy,0.03,28.284166666666668,86.70000000000027,705.4500000000003,338.625,95.9508900000003,780.7215150000003,374.7562875,True,48.0012757814161,-290.5709342560541
DE30.pro,Buy,0.03,14.745555555555555,139.04999999999973,188.02500000000052,-120.82500000000027,153.8866349999997,208.08726750000056,-133.7170275000003,False,-64.26007179896287,13.106796116504487
DE30.pro,Buy,0.03,3.162777777777778,131.84999999999945,60.74999999999999,-115.72499999999945,145.9183949999994,67.232025,-128.0728574999994,False,-190.49382716049294,12.229806598407333
DE30.pro,Buy,0.03,5.085,122.1000000000008,46.875,-115.12499999999999,135.1280700000009,51.8765625,-127.40883749999999,False,-245.59999999999997,5.712530712531345
DE30.pro,Buy,0.03,24.78611111111111,56.69999999999891,372.9750000000008,132.82500000000027,61.621559999998816,405.3492300000009,144.3542100000003,True,35.61230645485622,-134.25925925926424
DE30.pro,Buy,0.03,106.6361111111111,74.92499999999971,91.49999999999999,31.950000000000273,81.42848999999968,99.44219999999999,34.723260000000295,True,34.91803278688555,57.35735735735683
DE30.pro,Buy,0.04,3.2180555555555554,117.0,21.0,-117.0,127.15559999999999,22.8228,-127.15559999999999,False,-557.1428571428571,0.0
DE30.pro,Buy,0.04,3.1977777777777776,103.70000000000073,136.29999999999927,-66.70000000000073,112.70116000000078,148.1308399999992,-72.4895600000008,False,-48.936170212766754,35.67984570877506
DE30.pro,Buy,0.04,34.13111111111111,95.20000000000073,287.09999999999854,111.79999999999927,103.46336000000079,312.0202799999984,121.50423999999921,True,38.94113549285957,-17.436974789914306
DE30.pro,Buy,0.05,18.986944444444443,10.99999999999909,527.0000000000005,260.87500000000097,11.954799999999011,572.7436000000005,283.51895000000104,True,49.50189753320697,-2271.590909091114
DE30.pro,Buy,0.05,88.99888888888889,100.25000000000091,314.1249999999991,130.49999999999955,109.38277500000099,342.741787499999,142.3885499999995,True,41.54397134898525,-30.17456359102081
DE30.pro,Buy,0.06,24.55027777777778,26.69999999999891,789.0,548.25,29.132369999998808,860.8779,598.195575,True,69.48669201520913,-1953.3707865169379
DE30.pro,Buy,0.06,10.473888888888888,112.65000000000055,25.049999999998363,-112.20000000000164,122.91241500000059,27.332054999998213,-122.42142000000179,False,-447.9041916168023,0.3994673768299214
DE30.pro,Buy,0.06,1.2702777777777778,110.69999999999891,30.450000000001637,-109.1999999999989,120.7847699999988,33.223995000001786,-119.14811999999878,False,-358.6206896551495,1.3550135501355276
DE30.pro,Buy,0.06,1.2319444444444445,204.90000000000052,-18.599999999999454,-166.34999999999945,230.63544000000056,-20.936159999999383,-187.24355999999938,False,894.3548387097006,18.81405563689652
DE30.pro,Buy,0.07,35.74638888888889,-4.899999999998727,1087.0999999999983,1087.0999999999983,-5.515439999998566,1223.639759999998,1223.639759999998,True,100.0,22285.714285720016
DE30.pro,Buy,0.07,0.10944444444444444,130.7250000000013,-65.97500000000129,-115.85000000000127,147.14406000000145,-74.26146000000145,-130.4007600000014,False,175.5968169761258,11.378848728246227
DE30.pro,Buy,0.07,73.27305555555556,11.899999999998728,532.6999999999994,236.07499999999936,13.394639999998567,599.6071199999992,265.72601999999927,True,44.31668856767404,-1883.8235294119713
DE30.pro,Buy,0.06,2.4233333333333333,107.69999999999891,76.80000000000109,-103.19999999999891,121.22711999999876,86.44608000000122,-116.16191999999876,False,-134.37499999999667,4.178272980501435
