Symbol,Type,Size,Duration,MAE_EUR,MFE_EUR,Final_PL_EUR,MAE_USD,MFE_USD,Final_PL_USD,Win,MFE_Utilization,MAE_Avoidance
US500.pro,Buy,0.23,12.644166666666667,179.39999999999895,142.60000000000105,0.0,199.04429999999883,158.21470000000116,0.0,False,0.0,100.0
US500.pro,Buy,0.12,24.0,57.599999999999454,155.40000000000055,121.79999999999835,63.90719999999939,172.4163000000006,135.13709999999816,True,78.37837837837705,-111.45833333333246
US500.pro,Buy,0.12,24.003333333333334,61.799999999998356,86.40000000000055,70.80000000000109,68.56709999999818,95.8608000000006,78.5526000000012,True,81.94444444444518,-14.56310679612132
US500.pro,Buy,0.12,24.00027777777778,57.599999999999454,77.40000000000055,30.0,63.90719999999939,85.8753000000006,33.285,True,38.75968992248035,47.916666666666174
US500.pro,Buy,0.2,7.9511111111111115,74.00000000000091,125.99999999999909,0.0,82.103000000001,139.79699999999897,0.0,False,0.0,100.0
US500.pro,Buy,0.2,24.000833333333333,142.99999999999727,127.00000000000273,93.00000000000182,158.65849999999696,140.906500000003,103.18350000000201,True,73.22834645669278,34.96503496503245
US500.pro,Buy,0.2,24.00027777777778,50.99999999999909,205.99999999999912,137.99999999999727,56.58449999999899,228.55699999999902,153.11099999999698,True,66.99029126213489,-170.58823529411714
US500.pro,Buy,0.22,24.0,61.599999999999,221.099999999999,168.299999999997,68.34519999999888,245.31044999999887,186.72884999999667,True,76.11940298507362,-173.21428571428527
US500.pro,Buy,0.27,50.15611111111111,75.59999999999877,18.90000000000123,-76.94999999999756,83.87819999999863,20.969550000001366,-85.37602499999728,False,-407.14285714281766,-1.7857142857127095
US500.pro,Sell,0.16,56.271388888888886,10.400000000001455,423.1999999999971,286.3999999999978,11.35472000000159,462.04975999999687,312.69151999999764,True,67.67485822306233,-2653.8461538457477
US500.pro,Sell,0.16,55.95194444444444,8.80000000000291,375.1999999999971,238.39999999999782,9.60784000000318,409.64335999999685,260.2851199999976,True,63.53944562899778,-2609.0909090899886
US500.pro,Sell,0.16,54.76638888888889,55.20000000000073,212.79999999999924,76.0,60.2673600000008,232.3350399999992,82.97680000000001,True,35.71428571428584,-37.68115942028804
US500.pro,Buy,0.11,24.00027777777778,11.5499999999995,155.1000000000015,80.2999999999995,12.610289999999456,169.33818000000164,87.67153999999947,True,51.77304964538925,-595.238095238121
US500.pro,Buy,0.11,24.000555555555554,22.5499999999995,144.1000000000015,72.0499999999995,24.620089999999458,157.32838000000166,78.66418999999946,True,49.99999999999913,-219.51219512195607
US500.pro,Buy,0.13,71.96888888888888,197.6000000000006,-0.6499999999994088,-195.00000000000003,215.73968000000067,-0.7096699999993547,-212.90100000000004,False,30000.000000027292,1.3157894736844913
US500.pro,Buy,0.19,19.831666666666667,179.55000000000086,89.30000000000086,-172.9000000000026,196.03269000000097,97.49774000000096,-188.77222000000285,False,-193.61702127659677,3.7037037037027236
US500.pro,Buy,0.19,16.546666666666667,271.69999999999914,51.300000000000864,-247.00000000000003,296.6420599999991,56.00934000000095,-269.67460000000005,False,-481.4814814814734,9.090909090908792
US500.pro,Buy,0.16,24.0,122.39999999999782,37.60000000000218,-99.20000000000073,133.63631999999762,41.051680000002385,-108.3065600000008,False,-263.82978723402914,18.954248366011033
US500.pro,Sell,0.21,50.437222222222225,140.70000000000095,256.20000000000095,225.74999999999997,153.61626000000106,279.71916000000107,246.47385,True,88.11475409836032,-60.447761194028736
US500.pro,Sell,0.09,7.3597222222222225,74.69999999999959,141.3000000000004,-0.8999999999991815,81.55745999999957,154.27134000000046,-0.9826199999991064,False,-0.6369426751586545,98.79518072289265
US500.pro,Sell,0.07,0.3913888888888889,23.100000000001273,95.19999999999938,-0.7000000000009551,25.22058000000139,103.93935999999933,-0.7642600000010429,False,-0.7352941176480668,96.969696969693
US500.pro,Sell,0.07,9.608333333333333,-35.34999999999969,367.1500000000004,361.55000000000064,-38.59512999999966,400.8543700000005,394.74029000000075,True,98.47473784556729,1122.7722772277336
US500.pro,Sell,0.05,12.64,83.25000000000045,130.49999999999955,43.249999999999325,92.1327750000005,144.4243499999995,47.864774999999256,True,33.141762452106875,48.04804804804914
US500.pro,Sell,0.05,21.7575,18.500000000000227,312.7499999999998,191.49999999999977,20.47395000000025,346.1204249999997,211.93304999999975,True,61.23101518784969,-935.1351351351212
US500.pro,Sell,0.06,1.1369444444444445,232.79999999999973,23.39999999999918,-221.40000000000052,257.6397599999997,25.896779999999094,-245.02338000000057,False,-946.1538461538815,4.896907216494512
US500.pro,Sell,0.04,18.808333333333334,93.20000000000073,469.7999999999992,425.1999999999998,103.14444000000081,519.9276599999992,470.5688399999998,True,90.50659855257568,-356.2231759656615
US500.pro,Sell,0.04,8.661111111111111,-13.399999999999638,197.39999999999964,40.19999999999982,-14.8297799999996,218.4625799999996,44.4893399999998,True,20.364741641337332,400.00000000000676
US500.pro,Sell,0.04,8.661111111111111,-13.399999999999638,197.39999999999964,40.19999999999982,-14.8297799999996,218.4625799999996,44.4893399999998,True,20.364741641337332,400.00000000000676
US500.pro,Sell,0.02,2.2469444444444444,10.900000000000091,78.40000000000009,-1.0,12.0630300000001,86.7652800000001,-1.1067,False,-1.275510204081631,90.82568807339457
US500.pro,Sell,0.02,52.368611111111115,36.80000000000018,134.39999999999964,123.79999999999973,40.726560000000205,148.7404799999996,137.0094599999997,True,92.11309523809528,-236.41304347825843
US500.pro,Buy,0.02,24.0,67.29999999999973,61.20000000000027,-35.29999999999973,74.4809099999997,67.7300400000003,-39.066509999999695,False,-57.6797385620908,47.548291233284
