Param,Total PL (€),Avg PL (€),Win Rate (%),Trades
1.0,0.0,0.0,0.0,521
1.5,118.6181818181781,0.22767405339381594,0.19193857965451055,521
2.0,1657.3190716958284,3.1810346865562926,1.1516314779270633,521
2.5,3840.745180917848,7.3718717484027785,4.606525911708253,521
3.0,5200.092896743581,9.980984446724724,9.404990403071018,521
