Timestamp,Balance_EUR,Equity_Min_EUR,Equity_Max_EUR,Balance_USD,Equity_Min_USD,Equity_Max_USD,Exchange_Rate
2020-01-08 00:00:00,100422.46,100502.36600000001,100557.027,111418.71937,111507.375077,111568.02145649999,1.1095
2020-01-08 04:00:00,101452.81,101452.81,101452.81,112561.89269499999,112561.89269499999,112561.89269499999,1.1095
2020-01-08 08:00:00,101452.81,101452.81,101452.81,112561.89269499999,112561.89269499999,112561.89269499999,1.1095
2020-01-08 12:00:00,101452.81,101519.91999999998,101560.06,112561.89269499999,112636.35123999997,112680.88656999999,1.1095
2020-01-08 16:00:00,101330.61,101524.44,101564.85999999999,112426.31179499999,112641.36618,112686.21216999998,1.1095
2020-01-08 20:00:00,101330.61,102195.11999999998,102272.76,112426.31179499999,113385.48563999997,113471.62721999998,1.1095
2020-01-09 00:00:00,101882.99,102259.04000000001,102340.24,113039.177405,113456.40488,113546.49627999999,1.1095
2020-01-09 04:00:00,101882.99,102360.14000000001,102381.16,113039.177405,113568.57533,113591.89702,1.1095
2020-01-09 08:00:00,101882.99,102439.26000000001,102555.91,113039.177405,113656.35897,113785.78214499999,1.1095
2020-01-09 12:00:00,101882.99,102777.96000000002,102817.79000000001,113039.177405,114032.14662000001,114076.338005,1.1095
2020-01-09 16:00:00,101882.99,102772.6,102926.36000000002,113039.177405,114026.1997,114196.79642000001,1.1095
2020-01-09 20:00:00,101992.64,102815.13,102877.15999999999,113160.83407999999,114073.386735,114142.20901999998,1.1095
2020-01-10 00:00:00,102218.18000000001,102914.87000000001,102952.35,113411.07071,114184.048265,114225.632325,1.1095
2020-01-10 04:00:00,102218.18000000001,103032.27,103045.17000000001,113411.07071,114314.303565,114328.61611500001,1.1095
2020-01-10 08:00:00,102218.18000000001,103075.94000000002,103113.21,113411.07071,114362.75543,114404.106495,1.1095
2020-01-10 12:00:00,102218.18000000001,103180.16,103218.14000000001,113411.07071,114478.38752,114520.52633000001,1.1095
2020-01-10 16:00:00,102575.56,102809.43,102876.1,113807.58381999999,114067.06258499999,114141.03295,1.1095
2020-01-10 20:00:00,102330.65,102567.53799999999,102590.69799999999,113535.856175,113798.68341099998,113824.37943099998,1.1095
2020-01-12 20:00:00,102330.65,102531.666,102550.786,113535.856175,113758.883427,113780.09706699998,1.1095
2020-01-13 00:00:00,102330.65,102528.06599999999,102574.786,113535.856175,113754.88922699998,113806.72506699999,1.1095
2020-01-13 04:00:00,102362.93999999999,102587.53999999998,102592.13999999998,113571.68192999998,113820.87562999997,113825.97932999997,1.1095
2020-01-13 08:00:00,102362.93999999999,102558.10999999997,102592.76999999997,113571.68192999998,113788.22304499996,113826.67831499997,1.1095
2020-01-13 12:00:00,102362.93999999999,102942.56999999999,102959.66999999998,113571.68192999998,114214.78141499999,114233.75386499998,1.1095
2020-01-13 16:00:00,102362.93999999999,102954.82999999997,103033.69999999998,113571.68192999998,114228.38388499996,114315.89014999998,1.1095
2020-01-13 20:00:00,102362.93999999999,103177.87,103245.45999999998,113571.68192999998,114475.846765,114550.83786999997,1.1095
2020-01-14 00:00:00,102679.59999999999,103380.79999999999,103434.69999999998,113923.01619999998,114700.99759999997,114760.79964999997,1.1095
2020-01-14 04:00:00,103047.81999999999,103391.25999999998,103449.75999999998,114331.55628999998,114712.60296999998,114777.50871999997,1.1095
2020-01-14 08:00:00,103047.81999999999,103341.59999999999,103394.33999999998,114331.55628999998,114657.50519999999,114716.02022999998,1.1095
2020-01-14 12:00:00,103105.60999999999,103149.84999999999,103161.60999999999,114395.67429499998,114444.75857499999,114457.80629499997,1.1095
2020-01-14 16:00:00,103105.60999999999,103042.04999999999,103102.80999999998,114395.67429499998,114325.15447499997,114392.56769499998,1.1095
2020-01-14 20:00:00,103105.60999999999,103014.11799999999,103115.91799999999,114395.67429499998,114294.16392099998,114407.11102099998,1.1095
2020-01-15 00:00:00,103105.60999999999,103073.41399999999,103104.46599999999,114395.67429499998,114359.95283299999,114394.40502699997,1.1095
2020-01-15 04:00:00,103105.60999999999,103119.84599999998,103146.73399999998,114395.67429499998,114411.46913699996,114441.30137299998,1.1095
2020-01-15 08:00:00,103105.60999999999,103139.11799999999,103163.93799999998,114395.67429499998,114432.85142099998,114460.38921099997,1.1095
2020-01-15 12:00:00,103105.60999999999,103166.67399999998,103205.14799999999,114395.67429499998,114463.42480299997,114506.11170599998,1.1095
2020-01-15 16:00:00,103105.60999999999,103150.794,103278.20599999999,114395.67429499998,114445.80594299998,114587.16955699999,1.1095
2020-01-15 20:00:00,102982.13999999998,103016.18,103095.09599999999,114258.68432999997,114296.45170999998,114384.00901199998,1.1095
2020-01-16 00:00:00,102946.39999999998,103129.80399999997,103196.11599999998,114219.03079999996,114422.51753799997,114496.09070199997,1.1095
2020-01-16 04:00:00,103133.52999999998,103164.36999999998,103176.93,114426.65153499998,114460.86851499997,114474.80383499998,1.1095
2020-01-16 08:00:00,103133.52999999998,103237.96999999997,103281.96999999999,114426.65153499998,114542.52771499996,114591.34571499997,1.1095
2020-01-16 12:00:00,103014.57999999999,103078.59999999998,103170.37999999995,114294.67650999998,114365.70669999997,114467.53660999994,1.1095
2020-01-16 16:00:00,102860.97999999998,103042.17999999996,103355.77999999996,114124.25730999997,114325.29870999996,114673.23790999994,1.1095
2020-01-16 20:00:00,102706.71999999997,103142.75999999997,103203.65999999995,113953.10583999996,114436.89221999995,114504.46076999993,1.1095
2020-01-17 00:00:00,102957.71999999997,103448.34499999997,103558.84499999997,114231.59033999997,114775.93877749996,114898.53852749996,1.1095
2020-01-17 04:00:00,102957.71999999997,103589.36999999997,103660.86999999997,114231.59033999997,114932.40601499996,115011.73526499995,1.1095
2020-01-17 08:00:00,102957.71999999997,103697.98899999996,103804.25199999996,114231.59033999997,115052.91879549995,115170.81759399995,1.1095
2020-01-17 12:00:00,102864.47999999997,104022.53399999996,104119.56299999995,114128.14055999996,115413.00147299994,115520.65514849994,1.1095
2020-01-17 16:00:00,103094.95999999996,103781.66499999996,103883.14099999996,114383.85811999995,115145.75731749996,115258.34493949995,1.1095
2020-01-17 20:00:00,103246.66999999997,103856.24499999997,103882.06999999998,114552.18036499996,115228.50382749995,115257.15666499997,1.1095
2020-01-19 20:00:00,103246.66999999997,103848.72699999997,103949.53099999997,114552.18036499996,115220.16260649996,115332.00464449996,1.1095
2020-01-20 00:00:00,103246.66999999997,103759.72699999997,103869.62099999997,114552.18036499996,115121.41710649995,115243.34449949996,1.1095
2020-01-20 04:00:00,103284.15999999997,103861.59999999998,103870.24999999997,114593.77551999997,115234.44519999997,115244.04237499996,1.1095
2020-01-20 08:00:00,103284.15999999997,103812.97499999998,103845.13499999998,114593.77551999997,115180.49576249997,115216.17728249996,1.1095
2020-01-20 12:00:00,103284.15999999997,103697.44499999998,103736.92999999998,114593.77551999997,115052.31522749997,115096.12383499996,1.1095
2020-01-20 16:00:00,103284.15999999997,103801.80999999997,103848.67499999996,114593.77551999997,115168.10819499996,115220.10491249994,1.1095
2020-01-20 20:00:00,103284.15999999997,103871.33499999998,103900.96999999997,114593.77551999997,115245.24618249996,115278.12621499997,1.1095
2020-01-21 00:00:00,103270.82999999997,103967.61999999997,103990.10499999997,114578.98588499996,115352.07438999995,115377.02149749995,1.1095
2020-01-21 04:00:00,103270.82999999997,103753.85999999997,103831.54099999997,114578.98588499996,115114.90766999996,115201.09473949995,1.1095
2020-01-21 08:00:00,103386.52999999997,103648.41499999998,103687.69699999997,114707.35503499996,114997.91644249998,115041.49982149997,1.1095
2020-01-21 12:00:00,103436.53999999996,103635.33999999997,103645.97999999997,114762.84112999996,114983.40972999996,114995.21480999996,1.1095
2020-01-21 16:00:00,103436.53999999996,103720.90999999996,103782.69999999997,114762.84112999996,115078.34964499995,115146.90564999996,1.1095
2020-01-21 20:00:00,103237.67999999996,103500.87999999996,103538.11999999997,114542.20595999995,114834.22635999994,114875.54413999995,1.1095
2020-01-22 00:00:00,103237.67999999996,103519.55999999995,103562.19999999995,114542.20595999995,114854.95181999994,114902.26089999994,1.1095
2020-01-22 04:00:00,103237.67999999996,104128.62999999995,104253.27999999996,114542.20595999995,115530.71498499994,115669.01415999995,1.1095
2020-01-22 08:00:00,103237.67999999996,104194.47999999995,104261.02999999996,114542.20595999995,115603.77555999994,115677.61278499995,1.1095
2020-01-22 12:00:00,103581.82999999996,103898.50999999995,103918.28999999995,114924.04038499994,115275.39684499994,115297.34275499993,1.1095
2020-01-22 16:00:00,103581.82999999996,103907.91799999995,104028.59399999995,114924.04038499994,115285.83502099993,115419.72504299994,1.1095
2020-01-22 20:00:00,103581.82999999996,103846.91399999995,103923.11999999995,114924.04038499994,115218.15108299993,115302.70163999994,1.1095
2020-01-23 00:00:00,103691.59999999996,103644.97399999996,103690.50399999996,115045.83019999995,114994.09865299995,115044.61418799995,1.1095
2020-01-23 04:00:00,103691.59999999996,103747.60599999997,103802.35199999996,115045.83019999995,115107.96885699996,115168.70954399994,1.1095
2020-01-23 08:00:00,103691.59999999996,103824.32399999995,103905.46999999994,115045.83019999995,115193.08747799994,115283.11896499993,1.1095
2020-01-23 12:00:00,103849.09999999996,103762.45799999996,103800.57799999996,115220.57644999995,115124.44715099994,115166.74129099995,1.1095
2020-01-23 16:00:00,103746.20999999996,103913.42999999996,103969.00799999996,115106.41999499995,115291.95058499996,115353.61437599994,1.1095
2020-01-23 20:00:00,103843.90999999996,103886.11999999997,103913.20999999996,115214.81814499995,115261.65013999995,115291.70649499995,1.1095
2020-01-24 00:00:00,103868.35999999996,103963.51999999996,104080.51999999996,115241.94541999995,115347.52543999995,115477.33693999995,1.1095
2020-01-24 04:00:00,103868.35999999996,104034.35999999996,104049.55999999995,115241.94541999995,115426.12241999994,115442.98681999995,1.1095
2020-01-24 08:00:00,103868.35999999996,104036.63999999996,104063.23999999995,115241.94541999995,115428.65207999994,115458.16477999993,1.1095
2020-01-24 12:00:00,103868.35999999996,104116.43999999994,104154.15999999996,115241.94541999995,115517.19017999993,115559.04051999995,1.1095
2020-01-24 16:00:00,103868.35999999996,103888.74999999994,104024.57999999996,115241.94541999995,115264.56812499993,115415.27150999995,1.1095
2020-01-24 20:00:00,103759.11999999995,104019.09799999995,104140.26599999995,115120.74363999994,115409.18923099994,115543.62512699993,1.1095
2020-01-26 20:00:00,103803.41999999995,103877.04399999995,103922.37199999994,115169.89448999995,115251.58031799993,115301.87173399993,1.1095
2020-01-27 00:00:00,103803.41999999995,104213.46399999996,104324.85199999996,115169.89448999995,115624.83830799995,115748.42329399995,1.1095
2020-01-27 04:00:00,104241.05999999995,104467.49999999996,104485.49999999996,115655.45606999994,115906.69124999995,115926.66224999995,1.1095
2020-01-27 08:00:00,104241.05999999995,104445.89999999995,104460.83999999995,115655.45606999994,115882.72604999994,115899.30197999995,1.1095
2020-01-27 12:00:00,104241.05999999995,104582.25999999995,104625.23999999996,115655.45606999994,116034.01746999993,116081.70377999995,1.1095
2020-01-27 16:00:00,104500.52999999996,104461.60999999996,104479.80999999995,115943.33803499995,115900.15629499995,115920.34919499994,1.1095
2020-01-27 20:00:00,104500.52999999996,104464.40999999996,104472.52999999996,115943.33803499995,115903.26289499995,115912.27203499994,1.1095
2020-01-28 00:00:00,104487.22999999995,104487.22999999995,104487.22999999995,115928.58168499994,115928.58168499994,115928.58168499994,1.1095
2020-01-28 04:00:00,104487.22999999995,104487.22999999995,104487.22999999995,115928.58168499994,115928.58168499994,115928.58168499994,1.1095
2020-01-28 08:00:00,104487.22999999995,104482.12999999995,104508.47999999995,115928.58168499994,115922.92323499994,115952.15855999994,1.1095
2020-01-28 12:00:00,104396.54999999996,104370.70999999996,104395.78999999996,115827.97222499995,115799.30274499995,115827.12900499995,1.1095
2020-01-28 16:00:00,104243.29999999996,104243.29999999996,104243.29999999996,115657.94134999995,115657.94134999995,115657.94134999995,1.1095
2020-01-28 20:00:00,104243.29999999996,104465.27999999996,104503.73999999996,115657.94134999995,115904.22815999994,115946.89952999995,1.1095
2020-01-29 00:00:00,104243.29999999996,104461.05999999995,104632.65999999996,115657.94134999995,115899.54606999994,116089.93626999995,1.1095
2020-01-29 04:00:00,104243.29999999996,104654.83999999997,104676.15999999996,115657.94134999995,116114.54497999996,116138.19951999995,1.1095
2020-01-29 08:00:00,104243.29999999996,104570.59999999996,104628.75999999995,115657.94134999995,116021.08069999995,116085.60921999994,1.1095
2020-01-29 12:00:00,104243.29999999996,104669.96499999995,104758.08999999995,115657.94134999995,116131.32616749994,116229.10085499994,1.1095
2020-01-29 16:00:00,104459.75999999997,104307.49899999997,104537.46699999996,115898.10371999996,115729.17014049996,115984.31963649995,1.1095
2020-01-29 20:00:00,104348.27999999997,104206.19199999997,104363.66399999996,115774.41665999996,115616.77002399995,115791.48520799995,1.1095
2020-01-30 00:00:00,104413.83999999997,104426.02799999996,104468.01199999997,115847.15547999996,115860.67806599995,115907.25931399997,1.1095
2020-01-30 04:00:00,104413.83999999997,104423.37599999997,104450.74399999998,115847.15547999996,115857.73567199997,115888.10046799996,1.1095
2020-01-30 08:00:00,104280.55999999997,104421.17599999996,104465.02399999996,115699.28131999995,115855.29477199995,115903.94412799994,1.1095
2020-01-30 12:00:00,104138.57999999997,104271.91399999998,104306.61999999997,115541.75450999996,115689.68858299997,115728.19488999996,1.1095
2020-01-30 16:00:00,104138.57999999997,104229.47199999997,104272.84999999998,115541.75450999996,115642.59918399995,115690.72707499997,1.1095
2020-01-30 20:00:00,104348.03999999998,104476.26999999999,104496.59999999998,115774.15037999996,115916.42156499998,115938.97769999997,1.1095
2020-01-31 00:00:00,104380.49999999999,104436.01999999999,104506.37999999999,115810.16474999998,115871.76418999999,115949.82860999998,1.1095
2020-01-31 04:00:00,104221.43999999999,104472.13999999998,104489.63999999998,115633.68767999997,115911.83932999997,115931.25557999998,1.1095
2020-01-31 08:00:00,104221.43999999999,104382.13999999998,104431.13999999998,115633.68767999997,115811.98432999998,115866.34982999998,1.1095
2020-01-31 12:00:00,104236.24999999999,104190.64999999998,104226.29,115650.11937499998,115599.52617499998,115639.06875499999,1.1095
2020-01-31 16:00:00,104130.60999999999,104299.96399999998,104439.73599999999,115532.91179499998,115720.81005799997,115875.88709199998,1.1095
2020-01-31 20:00:00,104096.24999999999,104903.34799999998,105106.56799999997,115494.78937499998,116390.26460599997,116615.73719599996,1.1095
2020-02-02 20:00:00,104441.23999999999,105172.81199999998,105368.52199999998,114028.945832,114827.67614159998,115041.35231959999,1.0918
2020-02-03 00:00:00,104441.23999999999,104964.53199999999,105399.99199999998,114028.945832,114600.27603760001,115075.7112656,1.0918
2020-02-03 04:00:00,104997.56999999999,104943.67,104956.87,114636.346926,114577.49890600001,114591.91066600001,1.0918
2020-02-03 08:00:00,104997.56999999999,104908.46999999999,104944.76999999999,114636.346926,114539.06754599999,114578.699886,1.0918
2020-02-03 12:00:00,104907.46999999999,104875.01999999999,104897.56999999999,114537.975746,114502.546836,114527.166926,1.0918
2020-02-03 16:00:00,104731.20999999999,104731.20999999999,104731.20999999999,114345.535078,114345.535078,114345.535078,1.0918
2020-02-03 20:00:00,104731.20999999999,104731.20999999999,104731.20999999999,114345.535078,114345.535078,114345.535078,1.0918
2020-02-04 00:00:00,104731.20999999999,104731.20999999999,104731.20999999999,114345.535078,114345.535078,114345.535078,1.0918
2020-02-04 04:00:00,104731.20999999999,104731.20999999999,104731.20999999999,114345.535078,114345.535078,114345.535078,1.0918
2020-02-04 08:00:00,104731.20999999999,104865.15999999999,104939.13,114345.535078,114491.781688,114572.54213400002,1.0918
2020-02-04 12:00:00,104731.20999999999,105078.56999999999,105102.23999999999,114345.535078,114724.782726,114750.625632,1.0918
2020-02-04 16:00:00,104731.20999999999,105425.94999999998,105648.70999999999,114345.535078,115104.05221,115347.261578,1.0918
2020-02-04 20:00:00,105175.78,106224.154,106329.584,114830.91660400001,115975.53133720001,116090.63981120002,1.0918
2020-02-05 00:00:00,105407.04,106157.73599999999,106258.824,115083.40627200001,115903.0161648,116013.3840432,1.0918
2020-02-05 04:00:00,105295.76,105877.45999999999,105908.41999999998,114961.910768,115597.010828,115630.812956,1.0918
2020-02-05 08:00:00,105295.76,105861.55999999998,105900.19999999998,114961.910768,115579.651208,115621.83836,1.0918
2020-02-05 12:00:00,105203.47,106190.69,106224.18999999999,114861.14854600001,115938.99534200001,115975.57064199999,1.0918
2020-02-05 16:00:00,105467.66,106104.56000000001,106129.64,115149.59118800002,115844.95860800003,115872.34095200001,1.0918
2020-02-05 20:00:00,105957.45,105957.45,105957.45,115684.34391000001,115684.34391000001,115684.34391000001,1.0918
2020-02-06 00:00:00,105957.45,106031.15,106055.34999999999,115684.34391000001,115764.80957,115791.23113,1.0918
2020-02-06 04:00:00,105957.45,106137.84999999999,106146.65,115684.34391000001,115881.30463,115890.91247000001,1.0918
2020-02-06 08:00:00,105957.45,106076.90999999999,106138.06999999999,115684.34391000001,115814.770338,115881.544826,1.0918
2020-02-06 12:00:00,105833.56999999999,106062.34999999999,106158.32999999999,115549.091726,115798.87373,115903.66469399999,1.0918
2020-02-06 16:00:00,105869.34999999999,105826.644,105910.67599999999,115588.15633,115541.52991920001,115633.27605680001,1.0918
2020-02-06 20:00:00,105869.34999999999,105884.506,105923.284,115588.15633,115604.7036508,115647.0414712,1.0918
2020-02-07 00:00:00,105940.12999999999,105925.274,105981.87799999998,115665.433934,115649.21415320001,115711.01440039999,1.0918
2020-02-07 04:00:00,105940.12999999999,105721.86,105777.56599999999,115665.433934,115427.12674800001,115487.9465588,1.0918
2020-02-07 08:00:00,105841.34,105663.84,105792.45199999999,115557.575012,115363.78051200001,115504.19909360001,1.0918
2020-02-07 12:00:00,105573.44,105455.016,105484.58600000001,115265.08179200001,115135.78646880001,115168.07099480001,1.0918
2020-02-07 16:00:00,105573.44,105489.102,105547.03600000001,115265.08179200001,115173.0015636,115236.25390480002,1.0918
2020-02-07 20:00:00,105582.71,105411.11,105437.11,115275.20277800002,115087.84989800001,115116.23669800001,1.0918
2020-02-09 20:00:00,105582.71,105406.56000000001,105440.36,115275.20277800002,115082.88220800002,115119.785048,1.0918
2020-02-10 00:00:00,105582.71,105385.11,105437.11,115275.20277800002,115059.46309800001,115116.23669800001,1.0918
2020-02-10 04:00:00,105404.52,105404.52,105404.52,115080.65493600002,115080.65493600002,115080.65493600002,1.0918
2020-02-10 08:00:00,105404.52,105404.52,105404.52,115080.65493600002,115080.65493600002,115080.65493600002,1.0918
2020-02-10 12:00:00,105404.52,105376.46,105387.96,115080.65493600002,115050.01902800002,115062.57472800002,1.0918
2020-02-10 16:00:00,105404.52,105318.8,105383.674,115080.65493600002,114987.06584000001,115057.8952732,1.0918
2020-02-10 20:00:00,105404.52,105510.96800000001,105561.44,115080.65493600002,115196.87486240001,115251.98019200002,1.0918
2020-02-11 00:00:00,105412.97,105676.82800000001,105724.834,115089.880646,115377.96081040002,115430.37376120001,1.0918
2020-02-11 04:00:00,105412.97,105807.25,105878.096,115089.880646,115520.35555000001,115597.70521280002,1.0918
2020-02-11 08:00:00,105412.97,105756.42199999999,105883.70999999999,115089.880646,115464.8615396,115603.83457800001,1.0918
2020-02-11 12:00:00,105412.97,105735.838,105860.2,115089.880646,115442.38792840001,115578.16636,1.0918
2020-02-11 16:00:00,105172.89,105734.532,105939.694,114827.76130200001,115440.96203760002,115664.95790920002,1.0918
2020-02-11 20:00:00,105386.46,105603.96,105680.1,115060.93702800001,115298.40352800002,115381.53318000001,1.0918
2020-02-12 00:00:00,105386.46,105580.8,105643.26000000001,115060.93702800001,115273.11744000002,115341.31126800002,1.0918
2020-02-12 04:00:00,105386.46,105651.0,105664.86,115060.93702800001,115349.76180000001,115364.894148,1.0918
2020-02-12 08:00:00,105386.46,105789.095,105883.695,115060.93702800001,115500.53392100001,115603.81820100002,1.0918
2020-02-12 12:00:00,105236.34000000001,105852.91000000002,105934.22500000002,114897.03601200003,115570.20713800003,115658.98685500004,1.0918
2020-02-12 16:00:00,105236.34000000001,105832.66,106140.82000000002,114897.03601200003,115548.09818800002,115884.54727600004,1.0918
2020-02-12 20:00:00,104998.10000000002,105805.09000000001,105906.67000000001,114636.92558000004,115517.99726200002,115628.90230600002,1.0918
2020-02-13 00:00:00,105126.07000000002,106091.45000000001,106190.75000000001,114776.64322600003,115830.64511000003,115939.06085000002,1.0918
2020-02-13 04:00:00,105046.02000000002,105633.42000000001,105685.26000000001,114689.24463600003,115330.56795600003,115387.16686800001,1.0918
2020-02-13 08:00:00,105046.02000000002,105265.19000000002,105480.56000000001,114689.24463600003,114928.53444200003,115163.67540800002,1.0918
2020-02-13 12:00:00,104872.74000000002,105019.78000000003,105090.16000000002,114500.05753200004,114660.59580400004,114737.43668800003,1.0918
2020-02-13 16:00:00,104819.54000000002,104956.19000000002,105104.27000000003,114441.97377200004,114591.16824200003,114752.84198600004,1.0918
2020-02-13 20:00:00,104819.54000000002,104942.72600000002,105066.28200000002,114441.97377200004,114576.46824680004,114711.36668760004,1.0918
2020-02-14 00:00:00,104836.01000000002,104778.36800000002,104874.95800000001,114459.95571800004,114397.02218240003,114502.47914440003,1.0918
2020-02-14 04:00:00,104836.01000000002,104809.34600000002,105055.57200000001,114459.95571800004,114430.84396280003,114699.67350960003,1.0918
2020-02-14 08:00:00,104836.01000000002,104894.76400000001,105108.46000000002,114459.95571800004,114524.10333520002,114757.41662800004,1.0918
2020-02-14 12:00:00,105096.31000000003,104883.00400000002,104958.34000000004,114744.15125800004,114511.26376720003,114593.51561200006,1.0918
2020-02-14 16:00:00,105014.57000000002,105007.39600000002,105181.55600000003,114654.90752600004,114647.07495280003,114837.22284080004,1.0918
2020-02-14 20:00:00,105014.57000000002,105108.63600000003,105199.12000000002,114654.90752600004,114757.60878480005,114856.39921600003,1.0918
2020-02-16 20:00:00,104920.52000000002,105057.66600000001,105103.56000000001,114552.22373600003,114701.95973880003,114752.06680800002,1.0918
2020-02-17 00:00:00,104920.52000000002,105059.12600000002,105153.71,114552.22373600003,114703.55376680003,114806.82057800001,1.0918
2020-02-17 04:00:00,105102.20000000001,105063.05000000002,105082.15000000001,114750.58196000002,114707.83799000003,114728.69137000002,1.0918
2020-02-17 08:00:00,105102.20000000001,105056.1,105083.75000000001,114750.58196000002,114700.24998000002,114730.43825000002,1.0918
2020-02-17 12:00:00,105102.20000000001,105052.76000000001,105081.86,114750.58196000002,114696.60336800003,114728.37474800002,1.0918
2020-02-17 16:00:00,104961.15000000001,105068.39000000003,105160.39000000003,114596.58357000002,114713.66820200004,114814.11380200004,1.0918
2020-02-17 20:00:00,104961.15000000001,105199.99000000003,105252.38999999998,114596.58357000002,114857.34908200004,114914.559402,1.0918
2020-02-18 00:00:00,105041.54000000001,104646.36000000003,104902.26000000001,114684.35337200003,114252.89584800004,114532.28746800002,1.0918
2020-02-18 04:00:00,104671.42000000001,104710.90000000002,104766.04000000001,114280.25635600003,114323.36062000004,114383.56247200002,1.0918
2020-02-18 08:00:00,104671.42000000001,104674.34000000003,104721.78000000001,114280.25635600003,114283.44441200004,114335.23940400002,1.0918
2020-02-18 12:00:00,104764.73000000001,104736.65000000001,104753.03000000001,114382.13221400003,114351.47447000002,114369.35815400003,1.0918
2020-02-18 16:00:00,104612.93000000001,104649.41,104672.93000000001,114216.39697400002,114256.22583800001,114281.90497400002,1.0918
2020-02-18 20:00:00,104612.93000000001,104859.46200000001,104894.29000000001,114216.39697400002,114485.56061160003,114523.58582200002,1.0918
2020-02-19 00:00:00,104639.24,104903.556,104914.372,114245.12223200002,114533.70244080001,114545.51134960001,1.0918
2020-02-19 04:00:00,104639.24,104960.308,105020.39600000001,114245.12223200002,114595.66427440001,114661.26835280002,1.0918
2020-02-19 08:00:00,104639.24,105020.958,105066.48,114245.12223200002,114661.88194440001,114711.58286400001,1.0918
2020-02-19 12:00:00,104639.24,105645.30200000001,105717.06999999999,114245.12223200002,115343.54072360002,115421.897026,1.0918
2020-02-19 16:00:00,105387.97,106234.56,106350.034,115062.585646,115986.89260800001,116112.96712120001,1.0918
2020-02-19 20:00:00,105353.28,106791.96999999999,106972.234,115024.71110400002,116595.47284599999,116792.28508120001,1.0918
2020-02-20 00:00:00,106486.21,106922.09,106986.09,116261.64407800001,116737.53786200001,116807.413062,1.0918
2020-02-20 04:00:00,106510.49,106565.49,106593.21,116288.15298200001,116348.20198200001,116378.46667800001,1.0918
2020-02-20 08:00:00,106510.90000000001,106497.94,106508.47000000002,116288.60062000003,116274.45089200001,116285.94754600002,1.0918
2020-02-20 12:00:00,106510.90000000001,106772.47,106865.13,116288.60062000003,116574.182746,116675.34893400002,1.0918
2020-02-20 16:00:00,106401.70000000001,106718.21,106758.39,116169.37606000002,116514.94167800002,116558.81020200001,1.0918
2020-02-20 20:00:00,106401.70000000001,106621.85800000001,106663.99,116169.37606000002,116409.74456440003,116455.74428200001,1.0918
