Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss (Global),Balance (Global),Profit/Loss (Pips),Strategy name (Global)
620,US100.pro,Buy,06.01.2023 20:00:00,11073,0.03,09.01.2023 18:35:50,11349.5,2d 22h 35m,154.41,82626.31,2765000,nas100 cf
706,US100.pro,Buy,09.01.2023 15:52:03,11287.9,0.09,09.01.2023 19:48:10,11264.2,3h 56m,-39.73,82586.58,-237000,nas100 sf
1558,USDJPY.pro,Buy,09.01.2023 06:12:00,131.831,0.17,09.01.2023 21:00:00,131.567,14h 48m,-31.73,82554.85,-26.4,usdjpy pf
708,US100.pro,Buy,09.01.2023 20:00:15,11289,0.09,09.01.2023 21:14:01,11213,1h 13m,-127.35,82427.5,-760000,nas100 sf
388,DE30.pro,Buy,06.01.2023 16:17:36,14573.2,0.09,10.01.2023 01:20:02,14751.8,3d 9h 2m,401.85,82829.35,1786000,dax sf
1560,USDJPY.pro,Buy,10.01.2023 08:06:00,132.063,0.15,10.01.2023 21:00:00,132.229,12h 54m,17.53,82846.88,16.6,usdjpy pf
1562,USDJPY.pro,Sell,11.01.2023 06:36:00,132.253,0.25,11.01.2023 10:00:16,132.75,3h 24m,-87.24,82759.64,-49.7,usdjpy pf
500,GOLD.pro,Buy,11.01.2023 06:35:08,1882.4,0.24,11.01.2023 13:11:59,1880.76,6h 36m,-36.65,82722.99,-16400,gold sf
666,GOLD.pro,Buy,10.01.2023 09:56:08,1876.13,0.128,11.01.2023 15:50:28,1871.28,1d 5h 54m,-57.64,82665.35,-48500,gold fv
752,USDJPY.pro,Buy,11.01.2023 04:00:00,132.564,0.34,12.01.2023 00:12:46,131.922,20h 12m,-146.62,82518.73,-64.2,usdjpy cf
1564,USDJPY.pro,Buy,12.01.2023 08:12:00,131.836,0.19,12.01.2023 10:32:34,131.162,2h 20m,-90.69,82428.04,-67.4,usdjpy pf
710,US100.pro,Buy,11.01.2023 15:37:21,11352.5,0.09,12.01.2023 14:29:57,11406.3,22h 52m,89.84,82517.88,538000,nas100 sf
502,GOLD.pro,Buy,12.01.2023 13:21:04,1886.67,0.24,12.01.2023 14:30:00,1872.2,1h 8m,-322.39,82195.49,-144700,gold sf
754,USDJPY.pro,Sell,12.01.2023 10:30:00,131.262,0.3,12.01.2023 14:30:01,130.856,4h 0m,86.49,82281.98,40.6,usdjpy cf
727,US500.pro,Buy,11.01.2023 20:34:08,3977.4,0.1,12.01.2023 14:30:02,3970.8,17h 55m,-30.7,82251.28,-66000,us500 vf
726,US500.pro,Buy,11.01.2023 18:10:24,3966.4,0.09,12.01.2023 14:30:03,3965.8,20h 19m,-2.51,82248.77,-6000,us500 vf
622,US100.pro,Buy,11.01.2023 16:30:00,11387.8,0.06,12.01.2023 14:30:04,11290.6,22h 0m,-108.7,82140.07,-972000,nas100 cf
390,DE30.pro,Buy,10.01.2023 21:47:15,14893.2,0.1,12.01.2023 14:30:05,15035.8,1d 16h 42m,356.5,82496.57,1426000,dax sf
504,GOLD.pro,Buy,13.01.2023 09:07:43,1901.65,0.24,13.01.2023 12:38:56,1902.06,3h 31m,9.1,82505.67,4100,gold sf
1566,USDJPY.pro,Sell,13.01.2023 07:36:00,128.822,0.22,13.01.2023 21:00:00,127.939,13h 24m,140.22,82645.89,88.3,usdjpy pf
668,GOLD.pro,Buy,13.01.2023 16:00:07,1912.36,0.111,16.01.2023 00:05:00,1918.44,2d 8h 4m,62.31,82708.2,60800,gold fv
730,US500.pro,Buy,13.01.2023 19:42:12,4005.6,0.08,16.01.2023 00:05:00,4016.8,2d 4h 22m,41.36,82749.56,112000,us500 vf
756,USDJPY.pro,Sell,16.01.2023 03:30:00,127.351,0.24,16.01.2023 09:07:31,128.227,5h 37m,-151.47,82598.09,-87.6,usdjpy cf
1568,USDJPY.pro,Buy,16.01.2023 07:24:00,127.784,0.15,16.01.2023 21:00:00,128.562,13h 36m,83.89,82681.98,77.8,usdjpy pf
392,DE30.pro,Buy,16.01.2023 14:48:04,15213.2,0.1,17.01.2023 03:36:04,15169.8,12h 48m,-108.5,82573.48,-434000,dax sf
670,GOLD.pro,Buy,16.01.2023 04:00:01,1928.9,0.112,17.01.2023 05:15:21,1909.01,1d 1h 15m,-205.84,82367.64,-198900,gold fv
394,DE30.pro,Buy,17.01.2023 16:00:50,15261.2,0.11,17.01.2023 16:55:21,15215.8,54m 31s,-124.85,82242.79,-454000,dax sf
758,USDJPY.pro,Buy,17.01.2023 02:45:00,128.88,0.3,17.01.2023 16:57:53,128.188,14h 12m,-149.88,82092.91,-69.2,usdjpy cf
712,US100.pro,Buy,17.01.2023 16:00:38,11645.3,0.1,17.01.2023 17:07:19,11576.5,1h 6m,-127.45,81965.46,-688000,nas100 sf
624,US100.pro,Buy,13.01.2023 21:30:00,11598.9,0.06,17.01.2023 17:10:30,11568.8,3d 19h 40m,-107.79,81857.67,-301000,nas100 cf
1570,USDJPY.pro,Sell,17.01.2023 06:24:00,128.615,0.15,17.01.2023 21:00:00,128.341,14h 36m,29.67,81887.34,27.4,usdjpy pf
760,USDJPY.pro,Sell,17.01.2023 17:00:00,128.146,0.18,18.01.2023 03:40:13,129.437,10h 40m,-168.57,81718.77,-129.1,usdjpy cf
762,USDJPY.pro,Buy,18.01.2023 03:45:00,130.206,0.16,18.01.2023 06:38:16,131.086,2h 53m,99.68,81818.45,88,usdjpy cf
506,GOLD.pro,Buy,18.01.2023 14:02:15,1919.19,0.24,18.01.2023 16:04:48,1916.97,2h 2m,-49.1,81769.35,-22200,gold sf
714,US100.pro,Buy,17.01.2023 19:39:29,11645.8,0.1,18.01.2023 16:42:27,11643.3,21h 2m,-4.61,81764.74,-25000,nas100 sf
625,US100.pro,Buy,17.01.2023 16:15:00,11665.8,0.06,18.01.2023 19:06:33,11494.9,1d 2h 51m,-115.62,81649.12,-1709000,nas100 cf
1572,USDJPY.pro,Sell,18.01.2023 14:48:00,128.288,0.02,18.01.2023 21:00:00,128.695,6h 12m,-5.86,81643.26,-40.7,usdjpy pf
628,US100.pro,Sell,19.01.2023 12:30:00,11377.9,0.11,19.01.2023 15:32:28,11432,3h 2m,-109.99,81533.27,-541000,nas100 cf
1574,USDJPY.pro,Sell,19.01.2023 06:24:00,127.867,0.11,19.01.2023 21:00:00,128.451,14h 36m,-46.18,81487.09,-58.4,usdjpy pf
764,USDJPY.pro,Sell,18.01.2023 15:15:00,127.952,0.14,20.01.2023 03:00:00,128.841,1d 11h 45m,-95.18,81391.91,-88.9,usdjpy cf
508,GOLD.pro,Buy,19.01.2023 20:24:23,1925.89,0.23,20.01.2023 04:18:08,1928.69,7h 53m,59.43,81451.34,28000,gold sf
766,USDJPY.pro,Buy,20.01.2023 03:00:00,128.841,0.41,20.01.2023 16:12:55,130.143,13h 12m,378.75,81830.09,130.2,usdjpy cf
716,US100.pro,Buy,20.01.2023 16:06:33,11477.3,0.1,20.01.2023 20:59:00,11620.5,4h 52m,263.85,82093.94,1432000,nas100 sf
1576,USDJPY.pro,Buy,20.01.2023 06:12:01,129.113,0.2,20.01.2023 21:00:00,129.558,14h 47m,63.29,82157.23,44.5,usdjpy pf
672,GOLD.pro,Buy,19.01.2023 15:18:41,1916.93,0.136,20.01.2023 21:18:41,1929.12,1d 6h 0m,152.7,82309.93,121900,gold fv
732,US500.pro,Buy,20.01.2023 20:00:12,3965.4,0.1,23.01.2023 00:05:00,3984,2d 4h 4m,85.61,82395.54,186000,us500 vf
510,GOLD.pro,Buy,23.01.2023 03:16:30,1935.19,0.23,23.01.2023 06:10:05,1928.68,2h 53m,-137.47,82258.07,-65100,gold sf
718,US100.pro,Buy,23.01.2023 15:47:20,11773,0.1,23.01.2023 20:46:31,11870.3,4h 59m,179.31,82437.38,973000,nas100 sf
1578,USDJPY.pro,Buy,23.01.2023 06:12:00,129.767,0.11,23.01.2023 21:00:00,130.67,14h 48m,70,82507.38,90.3,usdjpy pf
768,USDJPY.pro,Buy,23.01.2023 15:15:00,130.738,0.28,24.01.2023 08:04:01,129.967,16h 49m,-150.59,82356.79,-77.1,usdjpy cf
512,GOLD.pro,Buy,24.01.2023 07:32:08,1937.75,0.23,24.01.2023 10:24:10,1936.26,2h 52m,-31.53,82325.26,-14900,gold sf
396,DE30.pro,Buy,23.01.2023 17:04:04,15156.2,0.11,24.01.2023 10:43:43,15123.9,17h 39m,-88.83,82236.43,-323000,dax sf
1580,USDJPY.pro,Sell,24.01.2023 06:42:00,130.135,0.26,24.01.2023 15:45:00,130.617,9h 3m,-88.44,82147.99,-48.2,usdjpy pf
674,GOLD.pro,Buy,24.01.2023 08:01:10,1940.2,0.133,24.01.2023 15:57:27,1923.25,7h 56m,-207.77,81940.22,-169500,gold fv
770,USDJPY.pro,Buy,24.01.2023 16:00:00,131.07,0.29,24.01.2023 16:29:44,130.324,29m 44s,-152.82,81787.4,-74.6,usdjpy cf
631,US100.pro,Buy,24.01.2023 22:45:00,11990.7,0.05,25.01.2023 00:22:58,11866.1,1h 37m,-114.49,81672.91,-1246000,nas100 cf
630,US100.pro,Buy,23.01.2023 16:00:00,11802.3,0.06,25.01.2023 02:57:46,11800.3,1d 10h 57m,-2.2,81670.71,-20000,nas100 cf
514,GOLD.pro,Buy,24.01.2023 16:46:07,1935.6,0.24,25.01.2023 04:02:37,1933.83,11h 16m,-38.99,81631.72,-17700,gold sf
1582,USDJPY.pro,Sell,25.01.2023 10:12:00,130.081,0.17,25.01.2023 21:00:00,129.541,10h 48m,64.93,81696.65,54,usdjpy pf
516,GOLD.pro,Buy,25.01.2023 20:55:25,1942.79,0.23,26.01.2023 02:03:53,1943.95,5h 8m,24.44,81721.09,11600,gold sf
398,DE30.pro,Buy,26.01.2023 01:20:00,15227.2,0.11,26.01.2023 09:08:40,15173.9,7h 48m,-146.58,81574.51,-533000,dax sf
676,GOLD.pro,Buy,25.01.2023 20:55:25,1942.79,0.123,26.01.2023 15:49:19,1929.88,18h 53m,-145.87,81428.64,-129100,gold fv
720,US100.pro,Buy,26.01.2023 15:05:40,12014.8,0.1,26.01.2023 15:56:53,11946.8,51m 13s,-124.97,81303.67,-680000,nas100 sf
722,US100.pro,Buy,26.01.2023 16:16:43,12014.8,0.1,26.01.2023 16:54:26,11947.9,37m 43s,-123.22,81180.45,-669000,nas100 sf
634,US100.pro,Buy,26.01.2023 15:30:00,12019.2,0.07,26.01.2023 16:54:27,11939.5,1h 24m,-102.76,81077.69,-797000,nas100 cf
400,DE30.pro,Buy,26.01.2023 16:33:51,15199.2,0.11,26.01.2023 16:58:33,15157.9,24m 42s,-113.58,80964.11,-413000,dax sf
1584,USDJPY.pro,Buy,26.01.2023 08:12:00,129.645,0.14,26.01.2023 21:00:00,130.221,12h 48m,56.87,81020.98,57.6,usdjpy pf
402,DE30.pro,Buy,26.01.2023 18:40:33,15199.2,0.11,27.01.2023 13:52:00,15156.9,19h 11m,-116.33,80904.65,-423000,dax sf
724,US100.pro,Buy,26.01.2023 18:10:30,12014.7,0.1,27.01.2023 20:59:00,12276.8,1d 2h 48m,482.31,81386.96,2621000,nas100 sf
1586,USDJPY.pro,Buy,27.01.2023 07:42:00,130.175,0.15,27.01.2023 21:00:00,129.906,13h 18m,-28.58,81358.38,-26.9,usdjpy pf
734,US500.pro,Buy,26.01.2023 21:26:05,4068.1,0.07,27.01.2023 21:26:06,4100,1d 0h 0m,102.71,81461.09,319000,us500 vf
735,US500.pro,Buy,27.01.2023 16:02:04,4082.1,0.11,30.01.2023 00:05:00,4078.2,2d 8h 2m,-19.74,81441.35,-39000,us500 vf
736,US500.pro,Buy,27.01.2023 20:01:02,4094.6,0.1,30.01.2023 00:05:00,4078.2,2d 4h 3m,-75.47,81365.88,-164000,us500 vf
772,USDJPY.pro,Sell,30.01.2023 05:15:00,129.24,0.28,30.01.2023 09:21:17,130.01,4h 6m,-152.32,81213.56,-77,usdjpy cf
1588,USDJPY.pro,Buy,30.01.2023 15:54:00,130.303,0.07,30.01.2023 21:00:00,130.554,5h 6m,12.41,81225.97,25.1,usdjpy pf
678,GOLD.pro,Sell,31.01.2023 12:31:03,1902.04,0.233,31.01.2023 13:46:57,1909.46,1h 15m,-159.63,81066.34,-74200,gold fv
1590,USDJPY.pro,Buy,31.01.2023 11:30:00,130.438,0.23,31.01.2023 14:53:02,129.906,3h 23m,-86.78,80979.56,-53.2,usdjpy pf
404,DE30.pro,Buy,31.01.2023 20:53:05,15211.2,0.11,01.02.2023 09:00:22,15170.8,12h 7m,-111.1,80868.46,-404000,dax sf
1592,USDJPY.pro,Buy,01.02.2023 06:30:00,130.287,0.28,01.02.2023 10:07:36,129.835,3h 37m,-89.58,80778.88,-45.2,usdjpy pf
774,USDJPY.pro,Buy,30.01.2023 17:00:00,130.319,0.34,01.02.2023 13:10:21,129.694,1d 20h 10m,-145.74,80633.14,-62.5,usdjpy cf
776,USDJPY.pro,Sell,01.02.2023 13:30:00,129.733,0.4,01.02.2023 16:00:01,129.623,2h 30m,31.18,80664.32,11,usdjpy cf
726,US100.pro,Buy,01.02.2023 20:38:13,12215.4,0.1,01.02.2023 21:36:35,12485.9,58m 22s,492.01,81156.33,2705000,nas100 sf
680,GOLD.pro,Buy,31.01.2023 16:01:11,1927.4,0.154,01.02.2023 22:01:11,1952.76,1d 6h 0m,355.43,81511.76,253600,gold fv
518,GOLD.pro,Buy,01.02.2023 20:40:00,1934.6,0.23,02.02.2023 11:52:23,1952.83,15h 12m,381.68,81893.44,182300,gold sf
636,US100.pro,Buy,01.02.2023 20:45:00,12317.6,0.03,02.02.2023 12:07:59,12565.3,15h 22m,135.28,82028.72,2477000,nas100 cf
1594,USDJPY.pro,Buy,02.02.2023 07:12:00,128.681,0.33,02.02.2023 14:16:31,128.3,7h 4m,-89.1,81939.62,-38.1,usdjpy pf
728,US100.pro,Buy,02.02.2023 15:30:35,12717.3,0.1,02.02.2023 16:00:29,12646.9,29m 54s,-129.12,81810.5,-704000,nas100 sf
740,US500.pro,Buy,02.02.2023 14:22:02,4160.4,0.07,02.02.2023 20:32:02,4175.2,6h 10m,-0.64,81809.86,148000,us500 vf
741,US500.pro,Buy,02.02.2023 16:30:47,4175.4,0.07,02.02.2023 21:01:55,4160.2,4h 31m,-0.64,81809.22,-152000,us500 vf
742,US500.pro,Buy,02.02.2023 20:00:00,4206.4,0.07,03.02.2023 09:24:41,4153,13h 24m,-171.66,81637.56,-534000,us500 vf
682,GOLD.pro,Sell,03.02.2023 12:16:20,1909.56,0.213,03.02.2023 13:48:42,1917.14,1h 32m,-147.64,81489.92,-75800,gold fv
778,USDJPY.pro,Sell,02.02.2023 15:30:00,128.16,0.26,03.02.2023 14:30:01,129.006,23h 0m,-159.43,81330.49,-84.6,usdjpy cf
1596,USDJPY.pro,Sell,03.02.2023 11:48:00,128.437,0.3,03.02.2023 14:30:01,128.945,2h 42m,-108.59,81221.9,-50.8,usdjpy pf
684,GOLD.pro,Sell,03.02.2023 16:01:11,1875.19,0.189,03.02.2023 17:17:10,1868.69,1h 15m,113.18,81335.08,65000,gold fv
780,USDJPY.pro,Buy,03.02.2023 14:45:00,129.959,0.27,06.02.2023 00:15:09,131.667,2d 9h 30m,326.28,81661.36,170.8,usdjpy cf
1598,USDJPY.pro,Sell,06.02.2023 06:06:00,131.597,0.12,06.02.2023 15:54:07,132.663,9h 48m,-89.77,81571.59,-106.6,usdjpy pf
782,USDJPY.pro,Buy,06.02.2023 14:45:00,132.448,0.3,07.02.2023 09:40:38,131.72,18h 55m,-152.54,81419.05,-72.8,usdjpy cf
520,GOLD.pro,Buy,07.02.2023 18:45:30,1881.37,0.22,07.02.2023 19:14:53,1874.37,29m 23s,-143.57,81275.48,-70000,gold sf
730,US100.pro,Buy,07.02.2023 18:41:54,12613,0.08,07.02.2023 19:15:44,12627,33m 50s,20.89,81296.37,140000,nas100 sf
638,US100.pro,Buy,07.02.2023 18:45:00,12614.2,0.04,07.02.2023 19:32:55,12483.9,47m 55s,-97.41,81198.96,-1303000,nas100 cf
1600,USDJPY.pro,Sell,07.02.2023 07:18:00,132.101,0.31,07.02.2023 21:00:00,131.09,13h 42m,223.03,81421.99,101.1,usdjpy pf
686,GOLD.pro,Sell,07.02.2023 19:48:32,1865.68,0.187,07.02.2023 22:50:22,1876.75,3h 1m,-192.95,81229.04,-110700,gold fv
406,DE30.pro,Buy,07.02.2023 21:00:15,15451.2,0.11,08.02.2023 09:19:17,15422.8,12h 19m,-78.1,81150.94,-284000,dax sf
732,US100.pro,Buy,07.02.2023 20:07:20,12609.8,0.08,08.02.2023 15:52:22,12677.4,19h 45m,100.89,81251.83,676000,nas100 sf
408,DE30.pro,Buy,08.02.2023 13:08:52,15482.2,0.1,08.02.2023 17:06:23,15438.9,3h 57m,-108.25,81143.58,-433000,dax sf
1602,USDJPY.pro,Sell,08.02.2023 08:48:00,131.008,0.23,08.02.2023 21:00:00,131.367,12h 12m,-58.62,81084.96,-35.9,usdjpy pf
1604,USDJPY.pro,Buy,09.02.2023 06:48:00,131.64,0.33,09.02.2023 07:08:24,131.258,20m 24s,-89.43,80995.53,-38.2,usdjpy pf
522,GOLD.pro,Buy,09.02.2023 14:52:32,1886.66,0.22,09.02.2023 15:31:50,1884.88,39m 18s,-36.32,80959.21,-17800,gold sf
746,US500.pro,Buy,09.02.2023 08:00:01,4146.1,0.07,09.02.2023 18:45:40,4115.7,10h 45m,-178.25,80780.96,-304000,us500 vf
747,US500.pro,Buy,09.02.2023 12:00:00,4170.4,0.07,09.02.2023 21:17:11,4092.2,9h 17m,-175.72,80605.24,-782000,us500 vf
688,GOLD.pro,Sell,09.02.2023 20:35:50,1861.14,0.231,10.02.2023 05:02:48,1854.74,8h 26m,137.89,80743.13,64000,gold fv
784,USDJPY.pro,Sell,10.02.2023 09:15:00,130.064,0.18,10.02.2023 10:20:06,131.258,1h 5m,-152.75,80590.38,-119.4,usdjpy cf
1606,USDJPY.pro,Sell,10.02.2023 07:06:00,131.461,0.26,10.02.2023 21:00:00,131.513,13h 54m,-9.63,80580.75,-5.2,usdjpy pf
1608,USDJPY.pro,Buy,13.02.2023 06:54:00,132.191,0.15,13.02.2023 21:00:00,132.463,14h 6m,28.74,80609.49,27.2,usdjpy pf
690,GOLD.pro,Sell,13.02.2023 17:04:46,1852.95,0.227,14.02.2023 04:04:46,1857.36,11h 0m,-93.3,80516.19,-44100,gold fv
1610,USDJPY.pro,Sell,14.02.2023 06:06:00,131.808,0.28,14.02.2023 11:27:10,132.266,5h 21m,-90.17,80426.02,-45.8,usdjpy pf
734,US100.pro,Buy,13.02.2023 13:17:27,12423.7,0.08,14.02.2023 14:30:01,12508.3,1d 1h 12m,126.1,80552.12,846000,nas100 sf
524,GOLD.pro,Buy,14.02.2023 14:32:50,1866.69,0.22,14.02.2023 14:39:14,1859.64,6m 24s,-144.15,80407.97,-70500,gold sf
786,USDJPY.pro,Buy,13.02.2023 04:30:00,131.92,0.33,14.02.2023 19:04:09,132.876,1d 14h 34m,223.25,80631.22,95.6,usdjpy cf
736,US100.pro,Buy,14.02.2023 21:38:42,12648,0.08,15.02.2023 03:02:20,12567,5h 23m,-120.71,80510.51,-810000,nas100 sf
692,GOLD.pro,Sell,15.02.2023 08:00:15,1841.73,0.221,15.02.2023 16:44:44,1831.58,8h 44m,210.19,80720.7,101500,gold fv
1612,USDJPY.pro,Buy,15.02.2023 07:36:00,133.217,0.15,15.02.2023 21:00:00,134.171,13h 24m,99.85,80820.55,95.4,usdjpy pf
738,US100.pro,Buy,15.02.2023 21:59:45,12731.2,0.08,16.02.2023 13:19:53,12686.8,15h 20m,-66.37,80754.18,-444000,nas100 sf
640,US100.pro,Buy,15.02.2023 20:15:00,12715.8,0.04,16.02.2023 14:46:58,12555.8,18h 31m,-119.92,80634.26,-1600000,nas100 cf
1614,USDJPY.pro,Buy,16.02.2023 06:12:00,133.934,0.34,16.02.2023 21:00:00,133.831,14h 48m,-24.48,80609.78,-10.3,usdjpy pf
642,US100.pro,Sell,16.02.2023 21:30:00,12513,0.05,17.02.2023 08:36:00,12413.9,11h 6m,93.15,80702.93,991000,nas100 cf
788,USDJPY.pro,Buy,15.02.2023 08:00:00,133.322,0.4,17.02.2023 08:36:04,134.704,2d 0h 36m,396.89,81099.82,138.2,usdjpy cf
1616,USDJPY.pro,Buy,17.02.2023 08:06:00,134.834,0.28,17.02.2023 16:12:06,134.372,8h 6m,-90.3,81009.52,-46.2,usdjpy pf
750,US500.pro,Sell,16.02.2023 21:59:09,4098,0.12,17.02.2023 16:21:15,4085.1,18h 22m,72.48,81082,129000,us500 vf
751,US500.pro,Sell,17.02.2023 15:50:22,4063,0.11,20.02.2023 00:05:00,4079,2d 8h 14m,-82.34,80999.66,-160000,us500 vf
526,GOLD.pro,Buy,20.02.2023 07:05:21,1845.32,0.21,20.02.2023 09:46:56,1841.62,2h 41m,-72.71,80926.95,-37000,gold sf
528,GOLD.pro,Buy,20.02.2023 14:00:30,1843.69,0.22,20.02.2023 18:02:52,1842.18,4h 2m,-31.08,80895.87,-15100,gold sf
644,US100.pro,Sell,21.02.2023 10:00:00,12234.9,0.11,21.02.2023 10:51:46,12285.9,51m 46s,-105.13,80790.74,-510000,nas100 cf
694,GOLD.pro,Sell,21.02.2023 13:11:35,1831.09,0.283,21.02.2023 14:37:04,1837.1,1h 25m,-159.46,80631.28,-60100,gold fv
1618,USDJPY.pro,Buy,21.02.2023 08:00:00,134.511,0.24,21.02.2023 21:00:03,134.947,13h 0m,72.81,80704.09,43.6,usdjpy pf
1620,USDJPY.pro,Sell,22.02.2023 09:06:00,134.65,0.3,22.02.2023 21:00:00,134.931,11h 54m,-58.92,80645.17,-28.1,usdjpy pf
754,US500.pro,Sell,22.02.2023 12:34:40,3998.3,0.14,22.02.2023 21:59:35,3998.4,9h 24m,-0.66,80644.51,-1000,us500 vf
410,DE30.pro,Buy,23.02.2023 09:20:18,15513.2,0.1,23.02.2023 10:23:48,15467.8,1h 3m,-113.5,80531.01,-454000,dax sf
740,US100.pro,Buy,23.02.2023 09:33:10,12226.4,0.09,23.02.2023 10:24:08,12157.6,50m 58s,-116.94,80414.07,-688000,nas100 sf
742,US100.pro,Buy,23.02.2023 14:19:15,12226.5,0.09,23.02.2023 16:31:38,12155.8,2h 12m,-120.11,80293.96,-707000,nas100 sf
1622,USDJPY.pro,Buy,23.02.2023 06:24:00,134.842,0.63,23.02.2023 17:32:09,134.635,11h 8m,-91.43,80202.53,-20.7,usdjpy pf
756,US500.pro,Sell,23.02.2023 16:47:39,4008,0.17,23.02.2023 19:42:07,3993.9,2h 54m,113.18,80315.71,141000,us500 vf
646,US100.pro,Sell,23.02.2023 18:00:00,12033.3,0.04,23.02.2023 20:15:01,12164.7,2h 15m,-99.24,80216.47,-1314000,nas100 cf
790,USDJPY.pro,Buy,21.02.2023 08:15:00,134.556,0.57,24.02.2023 01:53:43,134.174,2d 17h 38m,-133.07,80083.4,-38.2,usdjpy cf
1624,USDJPY.pro,Sell,24.02.2023 07:06:00,134.536,0.33,24.02.2023 09:09:10,134.924,2h 3m,-89.67,79993.73,-38.8,usdjpy pf
696,GOLD.pro,Sell,24.02.2023 12:32:01,1819.77,0.316,24.02.2023 14:30:04,1812.21,1h 58m,226.2,80219.93,75600,gold fv
648,US100.pro,Sell,24.02.2023 14:45:00,11977.2,0.09,24.02.2023 15:40:00,12041.3,55m 0s,-109.27,80110.66,-641000,nas100 cf
758,US500.pro,Sell,24.02.2023 16:02:32,3952.5,0.14,24.02.2023 17:50:17,3975.1,1h 47m,-150.03,79960.63,-226000,us500 vf
698,GOLD.pro,Sell,24.02.2023 19:48:42,1808.97,0.302,24.02.2023 21:50:00,1811.9,2h 1m,-83.9,79876.73,-29300,gold fv
744,US100.pro,Buy,27.02.2023 16:08:55,12179.8,0.09,27.02.2023 16:36:16,12110.2,27m 21s,-118.14,79758.59,-696000,nas100 sf
1626,USDJPY.pro,Sell,27.02.2023 14:48:00,135.95,0.19,27.02.2023 21:00:00,136.249,6h 12m,-39.31,79719.28,-29.9,usdjpy pf
792,USDJPY.pro,Buy,24.02.2023 12:45:00,135.394,0.43,28.02.2023 11:09:48,136.62,3d 22h 24m,369.65,80088.93,122.6,usdjpy cf
1628,USDJPY.pro,Buy,28.02.2023 06:30:00,136.357,0.46,28.02.2023 17:15:52,136.08,10h 45m,-88.22,80000.71,-27.7,usdjpy pf
530,GOLD.pro,Buy,28.02.2023 16:00:00,1820.83,0.24,01.03.2023 00:56:10,1825.75,8h 56m,111.63,80112.34,49200,gold sf
746,US100.pro,Buy,01.03.2023 10:04:19,12125,0.1,01.03.2023 14:34:44,12058.2,4h 30m,-125.2,79987.14,-668000,nas100 sf
1630,USDJPY.pro,Sell,01.03.2023 07:36:00,136.262,0.55,01.03.2023 21:00:00,136.183,13h 24m,29.94,80017.08,7.9,usdjpy pf
700,GOLD.pro,Buy,01.03.2023 16:00:00,1844.77,0.162,02.03.2023 08:17:19,1830.77,16h 17m,-213.25,79803.83,-140000,gold fv
650,US100.pro,Sell,02.03.2023 02:45:00,11864.8,0.09,02.03.2023 09:48:18,11874,7h 3m,-15.57,79788.26,-92000,nas100 cf
760,US500.pro,Sell,02.03.2023 02:39:07,3942.8,0.13,02.03.2023 12:04:57,3943.1,9h 25m,-1.84,79786.42,-3000,us500 vf
1632,USDJPY.pro,Buy,02.03.2023 06:30:00,136.547,0.29,02.03.2023 21:00:00,136.755,14h 30m,41.65,79828.07,20.8,usdjpy pf
794,USDJPY.pro,Buy,02.03.2023 15:00:00,137.056,0.3,03.03.2023 09:01:02,136.326,18h 1m,-149.22,79678.85,-73,usdjpy cf
532,GOLD.pro,Buy,03.03.2023 08:05:02,1844.89,0.24,03.03.2023 13:43:20,1845.15,5h 38m,5.88,79684.73,2600,gold sf
748,US100.pro,Buy,03.03.2023 15:00:26,12144.5,0.1,03.03.2023 20:59:00,12301.4,5h 58m,295.04,79979.77,1569000,nas100 sf
1634,USDJPY.pro,Sell,03.03.2023 07:12:00,136.478,0.38,03.03.2023 21:00:00,135.84,13h 48m,167.82,80147.59,63.8,usdjpy pf
702,GOLD.pro,Buy,03.03.2023 12:15:00,1847.82,0.203,06.03.2023 00:05:00,1853.84,2d 11h 50m,115,80262.59,60200,gold fv
762,US500.pro,Buy,03.03.2023 20:09:03,4040.1,0.09,06.03.2023 00:05:00,4044,2d 3h 55m,16.51,80279.1,39000,us500 vf
652,US100.pro,Buy,03.03.2023 16:00:00,12187,0.07,06.03.2023 18:30:47,12438.4,3d 2h 30m,329.37,80608.47,2514000,nas100 cf
750,US100.pro,Buy,06.03.2023 16:09:23,12404.3,0.1,06.03.2023 19:36:36,12373.9,3h 27m,-56.93,80551.54,-304000,nas100 sf
1636,USDJPY.pro,Buy,06.03.2023 09:30:00,135.903,0.16,06.03.2023 21:00:00,136.062,11h 30m,17.51,80569.05,15.9,usdjpy pf
1638,USDJPY.pro,Sell,07.03.2023 08:18:00,135.815,0.35,07.03.2023 13:28:51,136.188,5h 10m,-89.99,80479.06,-37.3,usdjpy pf
412,DE30.pro,Buy,03.03.2023 11:42:08,15498.2,0.1,07.03.2023 16:00:19,15611.8,4d 4h 18m,284,80763.06,1136000,dax sf
796,USDJPY.pro,Buy,07.03.2023 13:30:00,136.23,0.4,08.03.2023 07:02:19,137.701,17h 32m,408.47,81171.53,147.1,usdjpy cf
704,GOLD.pro,Sell,07.03.2023 20:47:54,1812.89,0.314,08.03.2023 07:47:56,1812.46,11h 0m,12.81,81184.34,4300,gold fv
1640,USDJPY.pro,Sell,08.03.2023 12:36:00,137.283,0.14,08.03.2023 21:00:00,137.224,8h 24m,5.71,81190.05,5.9,usdjpy pf
