Horizon,SL_Mult,Total PL,Win Rate,Recovery,Sharpe,norm_Recovery,norm_Sharpe,norm_Win Rate,Objective
10,,9168.620576319448,51.82341650671785,1.818394149602562,0.06480876025117671,0.1565680948586895,0.29265228172101904,0.9190751445086703,0.4261454658123826
10,1.5,8836.056819453837,24.37619961612284,4.509456856770555,0.10732373092309544,0.7396710040662821,0.7797967983748281,0.09248554913294796,0.5575531058788457
10,2.0,8477.429125773524,28.982725527831093,3.362264443699225,0.09483868691689719,0.4910958847645334,0.6367408199352576,0.2312138728323699,0.45682476173610165
10,2.5,10044.612564765022,33.589251439539346,3.0743124387677803,0.10159702888291489,0.42870207605080624,0.7141791711415401,0.36994219653179183,0.49671724072232204
11,,11132.240540546725,53.16698656429942,2.483850006832642,0.07761325604475815,0.30075992110878985,0.4393685987213255,0.9595375722543351,0.5399758197362141
11,1.5,8488.929809922027,23.608445297504797,4.45495040556702,0.10319972016774313,0.7278604765067773,0.7325431088075871,0.06936416184971098,0.5317163717999004
11,2.0,8075.7888548424535,28.406909788867562,3.441308561799319,0.09048983254996326,0.5082232653703975,0.586910830049433,0.2138728323699422,0.44352440487397155
11,2.5,9919.139272594814,33.20537428023032,3.120948460745484,0.09991719731071191,0.4388072289395272,0.6949313455787407,0.3583815028901733,0.49151674611648505
12,,11733.258604636942,52.5911708253359,2.519695905891237,0.07930422550513606,0.3085270563630349,0.4587440442981054,0.9421965317919077,0.5436929953722178
12,1.5,9237.505518599672,22.84069097888676,4.366758818625268,0.10962255395668001,0.7087510106528626,0.8061371443251988,0.04624277456647409,0.5392143799286468
12,2.0,8732.359960267733,27.2552783109405,3.336693230646506,0.09586677150974648,0.485555081615171,0.6485208062353209,0.17919075144508675,0.4425354999501907
12,2.5,10445.77670095426,31.861804222648754,3.005705627194694,0.10292372386147786,0.4138362643723322,0.7293806913087871,0.31791907514450873,0.4797244356849217
13,,11970.855348327546,52.783109404990405,2.6356424763248296,0.08132249637005544,0.3336505075380618,0.4818697708228802,0.9479768786127167,0.5624141978459039
13,1.5,8470.133077107015,22.648752399232247,3.9721362175360313,0.10376221076332469,0.6232436807339853,0.738988231666107,0.04046242774566482,0.4831326701171257
13,2.0,7364.539186983104,26.67946257197697,2.670165757245683,0.08303336296952417,0.3411310562026173,0.5014732015552887,0.16184971098265905,0.33544929624243125
13,2.5,9335.773283370894,31.477927063339735,2.615724079817362,0.0941251640868819,0.32933456390757043,0.6285651413764849,0.30635838150289024,0.41221088242684073
14,,13553.65608691191,51.82341650671785,2.9875702883803403,0.09040361451394524,0.4099066759632819,0.5859229276042697,0.9190751445086703,0.6154620920191947
14,1.5,8917.360780620473,22.456813819577732,4.464288957589296,0.10785928523488189,0.7298839659027959,0.7859332802360138,0.03468208092485543,0.5381381947093792
14,2.0,7237.609027164459,26.103646833013432,2.789644289640842,0.08105172409313437,0.36701981741278916,0.4787672112331804,0.14450867052023111,0.33379069149113905
14,2.5,8831.349307431385,30.710172744721685,2.545553054264707,0.08865845116449061,0.31412981634340326,0.565926518270897,0.28323699421965304,0.3804009802845263
15,,15330.024556163966,53.16698656429942,3.67710819826103,0.10169460460870273,0.5593166321822074,0.7152972121286285,0.9595375722543351,0.726177088187772
15,1.5,8747.126280977167,22.84069097888676,4.416170525672795,0.10745024029607177,0.719457602532562,0.781246366524041,0.04624277456647409,0.5360297833401793
15,2.0,7239.521416938458,26.29558541266795,2.8400693991009307,0.08153471087713367,0.3779459946233648,0.484301364490798,0.1502890173410406,0.34155551239889753
15,2.5,9260.371997731725,30.902111324376197,2.7046004364552902,0.09262607085977437,0.34859240653506,0.611388249707578,0.28901734104046234,0.4095586398384361
16,,16916.523695346357,53.74280230326296,3.996174884719416,0.11041091157756187,0.6284524098842827,0.8151702939688491,0.9768786127167631,0.7889956359593968
16,1.5,8775.413723831602,22.264875239923224,4.06808662091281,0.10531530336548742,0.6440343368564213,0.7567838583134257,0.028901734104046266,0.49331941246781014
16,2.0,7359.157426746702,25.911708253358924,2.6512090919136426,0.08077346408392451,0.33702350171325346,0.4755788558010043,0.13872832369942195,0.3191015545354292
16,2.5,9377.53390223294,30.518234165067177,2.5687351493404336,0.0916794749406844,0.319152942353874,0.6005419759319236,0.2774566473988439,0.3910607639407798
17,,16595.636238259558,53.74280230326296,3.5204327033697167,0.10489878810510914,0.5253679855641555,0.7520113482542823,0.9768786127167631,0.7288141825169758
17,1.5,9724.792363717308,22.072936660268713,4.816510258071558,0.11395430682723158,0.8062037277756906,0.8557711820544635,0.02312138728323699,0.5861492619115863
17,2.0,8518.842296885441,25.719769673704413,3.609579569221764,0.09104003122758526,0.5446844424741367,0.5932151098040176,0.13294797687861268,0.4357227029944438
17,2.5,10953.20892761876,30.710172744721685,3.385914727041305,0.10426004053994142,0.4962204584073614,0.7446924587200847,0.28323699421965304,0.5068670192448659
18,,16563.805662509527,52.783109404990405,3.2352643786506037,0.10232378739687903,0.46357734823911095,0.7225065066521569,0.9479768786127167,0.6865759548751065
18,1.5,10933.126270903265,22.264875239923224,5.62666544300908,0.12467219175459054,0.9817491894211497,0.9785787199634103,0.028901734104046266,0.6949438119886968
18,2.0,9438.887496138836,25.5278310940499,4.0078013029065,0.0992935267711728,0.6309716370470295,0.6877852114350878,0.1271676300578034,0.4968745072666792
18,2.5,11947.584588327636,30.710172744721685,3.698945893656953,0.11203715459515179,0.5640484519505964,0.8338040918109989,0.28323699421965304,0.5607317065894342
19,,16272.153030990743,53.35892514395394,3.036937446961157,0.09626108398293583,0.4206036150242377,0.6530389125900141,0.9653179190751445,0.6537484955092426
19,1.5,11517.008585393876,21.689059500959694,5.710894272858471,0.12654170903616918,1.0,1.0,0.011560693641618549,0.7034682080924856
19,2.0,10337.694603335325,25.5278310940499,4.262142775289304,0.10457526602409113,0.6860826725808802,0.7483043715048325,0.1271676300578034,0.5370746695011428
19,2.5,12978.609873008501,30.518234165067177,3.9325580079671028,0.1160060237762454,0.6146678236648064,0.8792801400906953,0.2774566473988439,0.5928881657127842
20,,16633.591426120085,53.35892514395394,3.554505018549412,0.09648085273235829,0.5327508183951403,0.6555570641851116,0.9653179190751445,0.699362822336133
20,1.5,10940.05330296205,21.30518234165067,5.241157324802665,0.11971560186997161,0.8982167973105737,0.9217851824063287,0.0,0.6358222736461281
20,2.0,9532.422281860052,24.760076775431862,3.53006148430804,0.09591919485008328,0.5274543621329005,0.64912148271201,0.10404624277456652,0.4369320624991332
20,2.5,12393.620019065702,29.750479846449135,3.444614752402357,0.11024311576724685,0.5089396549788191,0.8132476580685862,0.2543352601156069,0.5238507374467856
