MFE,MAE,Final_PL,Win,MFE_Utilization
134.1144659756647,107.0752591257323,-107.50788643533281,False,-80.16129032258182
17.196935556554646,117.45831455610872,-107.72420009013305,False,-626.4150943397224
54.22262280306497,126.47138350608226,-108.01261829652944,False,-199.20212765957154
390.8066696710217,30.464173050926465,369.7160883280731,True,94.60332103320998
5.840468679583038,106.10184767913711,-106.10184767913711,False,-1816.6666666674412
451.23028391167014,88.83280757097977,434.82649842271115,True,96.36465324384787
171.89725101396607,122.2893195132985,-102.67688147814437,False,-59.731543624163145
57.97205948625351,109.2383956737269,-106.85894547093207,False,-184.32835820895886
337.9360072104569,32.2848129788187,257.7917981072549,True,76.28420547287509
31.906264082920234,110.53627760252445,-105.34474988733626,False,-330.1694915254226
40.472727272726345,103.34545454545547,-102.0727272727282,False,-252.2012578616433
456.65454545454384,55.63636363636363,392.29090909090746,True,85.90539894887715
18.18181818181818,110.0,-106.72727272727404,False,-587.0000000000073
305.18181818181813,26.181818181818176,256.58181818181697,True,84.0750670241283
49.59999999999854,153.40000000000146,-135.8000000000029,False,-273.7903225806591
87.21818181818061,88.69090909091027,-79.5272727272733,False,-91.18198874296627
176.52727272727395,63.56363636363509,91.89090909091034,True,52.054794520548285
267.19999999999703,57.99999999999999,0.4000000000014552,True,0.14970059880294148
533.2727272727259,40.36363636363769,519.2727272727246,True,97.37470167064414
268.9090909090919,19.909090909090576,246.0000000000003,True,91.4807302231235
8.872727272727802,105.74545454545296,-106.32727272727324,False,-1198.3606557376393
210.10909090909132,9.709090909090511,49.20000000000039,True,23.416407061267012
192.07272727272752,16.509090909090776,169.52727272727296,True,88.26202196137827
29.490909090909224,115.41818181818168,-102.03636363636343,False,-345.9926017262616
36.54545454545454,101.7272727272727,-94.3090909090907,False,-258.05970149253676
41.90909090909123,123.36363636363619,-108.27272727272678,False,-258.35140997830484
58.80000000000009,126.65454545454533,-119.67272727272707,False,-203.52504638218858
68.34545454545464,112.74545454545444,-108.21818181818162,False,-158.33998403830753
27.63636363636413,134.45454545454513,-118.99999999999966,False,-430.592105263149
