Symbol,Type,Size,Duration,MAE_EUR,MFE_EUR,Final_PL_EUR,MAE_USD,MFE_USD,Final_PL_USD,Win,MFE_Utilization,MAE_Avoidance
US100.pro,Buy,0.36,6.215833333333333,13.680000000010477,310.31999999998953,69.11999999998952,15.177960000011623,344.30003999998837,76.68863999998837,True,22.273781902549576,-405.26315789427326
US100.pro,Buy,0.24,9.873333333333333,35.52000000000698,529.4399999999964,509.27999999999304,39.40944000000774,587.413679999996,565.0461599999923,True,96.1922030825016,-1333.7837837834825
US100.pro,Buy,0.24,3.4266666666666667,154.5600000000035,33.6,-144.96000000000348,171.48432000000386,37.279199999999996,-160.83312000000385,False,-431.4285714285818,6.2111801242234765
US100.pro,Buy,0.25,15.676666666666666,26.000000000003638,373.99999999999636,164.49999999999818,28.847000000004034,414.95299999999594,182.51274999999796,True,43.98395721925128,-532.6923076922122
US100.pro,Buy,0.24,3.0183333333333335,136.8,43.2,-137.7600000000035,151.77960000000002,47.9304,-152.84472000000386,False,-318.88888888889693,-0.7017543859674527
US100.pro,Buy,0.25,7.7375,147.00000000000728,68.99999999999636,-147.00000000000728,163.09650000000806,76.55549999999596,-163.09650000000806,False,-213.04347826089133,0.0
US100.pro,Buy,0.25,19.849722222222223,16.000000000003638,401.49999999999636,190.49999999999272,17.752000000004035,445.46424999999596,211.35974999999192,True,47.447073474469356,-1090.6249999996837
US100.pro,Buy,0.27,2.39,153.36000000000786,79.91999999999608,-120.96000000000787,170.15292000000872,88.67123999999565,-134.20512000000872,False,-151.3513513513686,21.126760563379193
US100.pro,Buy,0.27,24.098055555555554,112.86000000000786,365.0399999999922,123.65999999999804,125.21817000000871,405.0118799999913,137.20076999999782,True,33.8757396449706,-9.569377990421254
US100.pro,Buy,0.26,18.77166666666667,57.2,290.1599999999962,96.72000000000189,63.4634,321.9325199999958,107.31084000000209,True,33.33333333333442,-69.09090909091239
US100.pro,Buy,0.22,23.548055555555557,0.0,492.8,238.0400000000016,0.0,546.7615999999999,264.1053800000018,True,48.30357142857176,0.0
US100.pro,Buy,0.19,12.605277777777777,0.0,307.8,16.339999999997236,0.0,341.5041,18.129229999996934,True,5.308641975307744,0.0
US100.pro,Buy,0.17,12.789444444444445,-25.500000000000004,498.1,490.61999999999756,-27.840900000000005,543.8255800000001,535.6589159999974,True,98.49829351535787,2023.9999999999902
US100.pro,Buy,0.17,5.178888888888889,153.68000000000248,68.0,-140.08000000000249,167.78782400000273,74.2424,-152.93934400000273,False,-206.00000000000364,8.849557522123748
US100.pro,Buy,0.16,3.3208333333333333,143.04000000000232,12.159999999997673,-136.32000000000116,156.17107200000254,13.27628799999746,-148.8341760000013,False,-1121.0526315791715,4.697986577181946
US100.pro,Buy,0.16,12.948055555555555,168.64000000000232,42.55999999999767,-135.67999999999884,184.12115200000255,46.46700799999746,-148.13542399999875,False,-318.7969924812177,19.544592030362324
US100.pro,Buy,0.16,24.56111111111111,-11.200000000000001,502.40000000000003,496.9599999999977,-12.228160000000003,548.5203200000001,542.5809279999976,True,98.91719745222883,4537.142857142836
US100.pro,Buy,0.17,0.5794444444444444,137.36000000000496,13.939999999995054,-136.34000000000125,149.96964800000544,15.219691999994602,-148.85601200000139,False,-978.0487804881609,0.7425742574284131
US100.pro,Buy,0.17,7.5969444444444445,132.26000000000496,96.21999999999753,-87.04000000000124,144.40146800000542,105.05299599999731,-95.03027200000136,False,-90.45936395760079,34.1902313624694
US100.pro,Buy,0.17,22.341944444444444,113.56000000000495,104.71999999999753,-88.74000000000125,123.98480800000542,114.3332959999973,-96.88633200000137,False,-84.74025974026293,21.856287425152008
US100.pro,Buy,0.18,26.588055555555556,69.84000000000523,345.9599999999948,191.15999999999474,76.25131200000573,377.7191279999944,208.70848799999428,True,55.25494276794936,-173.71134020615753
US100.pro,Buy,0.08,8.916944444444445,154.08000000000175,242.5599999999977,-140.3200000000012,170.52033600000195,268.4411519999975,-155.29214400000131,False,-57.849604221636916,8.930425752855921
US100.pro,Buy,0.07,6.904444444444445,114.80000000000001,459.48000000000104,415.2400000000006,127.04916000000001,508.50651600000117,459.54610800000063,True,90.37172455819615,-261.70731707317117
US100.pro,Buy,0.07,12.617222222222223,143.08000000000104,106.819999999999,-141.96000000000205,158.34663600000115,118.2176939999989,-157.10713200000228,False,-132.8964613368315,0.7827788649699283
US100.pro,Buy,0.06,3.3305555555555557,147.6,61.55999999999913,-131.87999999999957,163.34892,68.12845199999903,-145.9515959999995,False,-214.2300194931797,10.65040650406533
US100.pro,Buy,0.06,4.369722222222222,142.79999999999998,100.8,-135.47999999999956,158.03676,111.55536,-149.93571599999953,False,-134.40476190476147,5.126050420168362
US100.pro,Buy,0.05,0.12333333333333334,166.69999999999985,-78.0,-139.69999999999982,184.48688999999985,-86.3226,-154.6059899999998,False,179.10256410256386,16.19676064787046
US100.pro,Buy,0.04,0.1425,-44.08000000000029,182.24000000000015,128.4800000000003,-48.78333600000032,201.68500800000018,142.18881600000034,True,70.50043898156288,391.47005444645976
US100.pro,Buy,0.04,0.5661111111111111,140.15999999999985,34.8,-133.75999999999985,155.11507199999983,38.51316,-148.03219199999984,False,-384.3678160919536,4.5662100456621095
US100.pro,Buy,0.04,3.285,191.51999999999973,-12.159999999999854,-165.67999999999955,211.9551839999997,-13.45747199999984,-183.3580559999995,False,1362.5000000000125,13.492063492063602
US100.pro,Buy,0.03,6.244166666666667,118.13999999999977,73.0800000000001,-94.43999999999977,130.74553799999975,80.87763600000011,-104.51674799999975,False,-129.228243021346,20.06094464195027
